steps,res,frames,Wh,Input type,architecture,params,fps,duration,run_time
20.0,102240.0,16.0,10.0,text,dit,1.0,8,2.0,
20.0,230400.0,16.0,28.0,text,dit,1.0,8,2.0,
20.0,409920.0,16.0,40.0,text,dit,1.0,8,2.0,
20.0,921600.0,16.0,101.0,text,dit,1.0,8,2.0,
20.0,102240.0,16.0,10.0,text,dit,1.0,8,2.0,
40.0,102240.0,16.0,20.0,text,dit,1.0,8,2.0,
60.0,102240.0,16.0,30.0,text,dit,1.0,8,2.0,
80.0,102240.0,16.0,40.0,text,dit,1.0,8,2.0,
100.0,102240.0,16.0,50.0,text,dit,1.0,8,2.0,
120.0,102240.0,16.0,60.0,text,dit,1.0,8,2.0,
140.0,102240.0,16.0,70.0,text,dit,1.0,8,2.0,
20.0,102240.0,16.0,10.0,text,dit,1.0,8,2.0,
20.0,102240.0,24.0,15.0,text,dit,1.0,8,3.0,
20.0,102240.0,32.0,20.0,text,dit,1.0,8,4.0,
20.0,102240.0,40.0,25.0,text,dit,1.0,8,5.0,
20.0,102240.0,48.0,30.0,text,dit,1.0,8,6.0,
20.0,102240.0,56.0,35.0,text,dit,1.0,8,7.0,
20.0,102240.0,64.0,40.0,text,dit,1.0,8,8.0,
50.0,589824.0,6.0,5.0,image,unet,1.5,3,2.0,
50.0,589824.0,12.0,8.0,image,unet,1.5,6,2.0,
30.0,589824.0,12.0,5.0,image,unet,1.5,6,2.0,
4.0,262144.0,16.0,0.14,text,unet,7.0,10,2.0,
60.0,399360.0,81.0,109.47,text,dit,14.0,15,5.0,
60.0,399360.0,81.0,22.8,text,dit,1.3,15,5.0,
64.0,407040.0,84.0,56.06,text,dit,10.0,30,3.0,
30.0,360448.0,121.0,3.79,text,dit,13.0,24,5.0,
50.0,345600.0,49.0,25.93,text,hybrid,5.0,8,6.0,
50.0,589824.0,6.0,5.0,image,unet,1.5,6,1.0,
50.0,589824.0,24.0,16.0,image,unet,1.5,6,4.0,
1.0,589824.0,16.0,3.0,image,unet,1.5,8,2.0,148.0
10.0,589824.0,16.0,2.0,image,unet,1.5,8,2.0,68.0
20.0,589824.0,16.0,5.0,image,unet,1.5,8,2.0,120.0
30.0,589824.0,16.0,7.0,image,unet,1.5,8,2.0,172.0
40.0,589824.0,16.0,9.0,image,unet,1.5,8,2.0,223.0
60.0,589824.0,16.0,13.0,image,unet,1.5,8,2.0,327.0
80.0,589824.0,16.0,17.0,image,unet,1.5,8,2.0,431.0
100.0,589824.0,16.0,21.0,image,unet,1.5,8,2.0,534.0
120.0,589824.0,16.0,25.0,image,unet,1.5,8,2.0,638.0
140.0,589824.0,16.0,29.0,image,unet,1.5,8,2.0,741.0
160.0,589824.0,16.0,33.0,image,unet,1.5,8,2.0,844.0
20.0,589824.0,8.0,3.0,image,unet,1.5,8,1.0,72.0
20.0,589824.0,16.0,5.0,image,unet,1.5,8,2.0,120.0
20.0,589824.0,24.0,7.0,image,unet,1.5,8,3.0,174.0
1.0,589824.0,16.0,15.0,text,unet,1.5,8,2.0,639.0
10.0,589824.0,16.0,4.0,text,unet,1.5,8,2.0,141.0
20.0,589824.0,16.0,7.0,text,unet,1.5,8,2.0,196.0
30.0,589824.0,16.0,9.0,text,unet,1.5,8,2.0,264.0
40.0,589824.0,16.0,12.0,text,unet,1.5,8,2.0,344.0
60.0,589824.0,16.0,18.0,text,unet,1.5,8,2.0,513.0
80.0,589824.0,16.0,24.0,text,unet,1.5,8,2.0,670.0
100.0,589824.0,16.0,30.0,text,unet,1.5,8,2.0,827.0
120.0,589824.0,16.0,36.0,text,unet,1.5,8,2.0,987.0
140.0,589824.0,16.0,41.0,text,unet,1.5,8,2.0,1147.0
20.0,589824.0,8.0,9.0,text,unet,1.5,8,1.0,222.0
20.0,589824.0,16.0,14.0,text,unet,1.5,8,2.0,301.0
20.0,589824.0,24.0,15.0,text,unet,1.5,8,3.0,340.0
20.0,589824.0,32.0,19.0,text,unet,1.5,8,4.0,423.0
20.0,589824.0,40.0,23.0,text,unet,1.5,8,5.0,504.0
20.0,589824.0,48.0,25.0,text,unet,1.5,8,6.0,565.0
10.0,345600.0,16.0,9.0,image,hybrid,5.0,8,2.0,176.0
20.0,345600.0,16.0,17.0,image,hybrid,5.0,8,2.0,315.0
30.0,345600.0,16.0,24.0,image,hybrid,5.0,8,2.0,456.0
40.0,345600.0,16.0,33.0,image,hybrid,5.0,8,2.0,597.0
60.0,345600.0,16.0,50.0,image,hybrid,5.0,8,2.0,888.0
80.0,345600.0,16.0,65.0,image,hybrid,5.0,8,2.0,1169.0
100.0,345600.0,16.0,81.0,image,hybrid,5.0,8,2.0,1451.0
120.0,345600.0,16.0,97.0,image,hybrid,5.0,8,2.0,1738.0
140.0,345600.0,16.0,111.5952,image,hybrid,5.0,8,2.0,2008.0
160.0,345600.0,16.0,111.5952,image,hybrid,5.0,8,2.0,2305.0
20.0,345600.0,8.0,17.0,image,hybrid,5.0,8,1.0,318.0
20.0,345600.0,16.0,17.0,image,hybrid,5.0,8,2.0,319.0
20.0,345600.0,24.0,17.0,image,hybrid,5.0,8,3.0,319.0
20.0,345600.0,32.0,17.0,image,hybrid,5.0,8,4.0,319.0
20.0,345600.0,40.0,17.0,image,hybrid,5.0,8,5.0,319.0
20.0,345600.0,48.0,17.0,image,hybrid,5.0,8,6.0,318.0
20.0,345600.0,49.0,34.0,image,hybrid,5.0,8,6.0,636.0
20.0,345600.0,56.0,34.0,image,hybrid,5.0,8,6.0,636.0
20.0,345600.0,86.0,34.0,image,hybrid,5.0,8,6.0,636.0
20.0,345600.0,96.0,34.0,image,hybrid,5.0,8,6.0,636.0
20.0,345600.0,100.0,49.0,image,hybrid,5.0,8,6.0,957.0
20.0,345600.0,107.0,49.0,image,hybrid,5.0,8,6.0,957.0
20.0,345600.0,117.0,49.0,image,hybrid,5.0,8,6.0,957.0
1.0,345600.0,16.0,3.0,text,hybrid,2.0,8,2.0,68.0
10.0,345600.0,16.0,10.0,text,hybrid,2.0,8,2.0,208.0
20.0,345600.0,16.0,13.0,text,hybrid,2.0,8,2.0,280.0
30.0,345600.0,16.0,19.0,text,hybrid,2.0,8,2.0,413.0
40.0,345600.0,16.0,28.0,text,hybrid,2.0,8,2.0,603.0
60.0,345600.0,16.0,44.0,text,hybrid,2.0,8,2.0,950.0
80.0,345600.0,16.0,42.0,text,hybrid,2.0,8,2.0,908.0
100.0,345600.0,16.0,42.0,text,hybrid,2.0,8,2.0,932.0
120.0,345600.0,16.0,51.0,text,hybrid,2.0,8,2.0,1112.0
140.0,345600.0,16.0,59.0,text,hybrid,2.0,8,2.0,1292.0
160.0,345600.0,16.0,67.0,text,hybrid,2.0,8,2.0,1472.0
20.0,345600.0,8.0,5.0,text,hybrid,2.0,8,1.0,142.0
20.0,345600.0,16.0,9.0,text,hybrid,2.0,8,2.0,211.0
20.0,345600.0,24.0,13.0,text,hybrid,2.0,8,3.0,274.0
20.0,345600.0,32.0,18.0,text,hybrid,2.0,8,4.0,331.0
20.0,345600.0,40.0,23.0,text,hybrid,2.0,8,5.0,407.0
20.0,345600.0,48.0,29.0,text,hybrid,2.0,8,6.0,484.0
1.0,345600.0,16.0,3.0,text,hybrid,5.0,8,2.0,129.0
10.0,345600.0,16.0,5.0,text,hybrid,5.0,8,2.0,120.0
20.0,345600.0,16.0,9.0,text,hybrid,5.0,8,2.0,210.0
30.0,345600.0,16.0,13.0,text,hybrid,5.0,8,2.0,301.0
40.0,345600.0,16.0,17.0,text,hybrid,5.0,8,2.0,392.0
60.0,345600.0,16.0,26.0,text,hybrid,5.0,8,2.0,573.0
80.0,345600.0,16.0,34.0,text,hybrid,5.0,8,2.0,754.0
100.0,345600.0,16.0,42.0,text,hybrid,5.0,8,2.0,935.0
120.0,345600.0,16.0,51.0,text,hybrid,5.0,8,2.0,1115.0
140.0,345600.0,16.0,59.0,text,hybrid,5.0,8,2.0,1296.0
160.0,345600.0,16.0,67.0,text,hybrid,5.0,8,2.0,1478.0
20.0,345600.0,8.0,5.0,text,hybrid,5.0,8,1.0,142.0
20.0,345600.0,16.0,9.0,text,hybrid,5.0,8,2.0,210.0
20.0,345600.0,24.0,13.0,text,hybrid,5.0,8,3.0,272.0
20.0,345600.0,32.0,18.0,text,hybrid,5.0,8,4.0,331.0
20.0,345600.0,40.0,23.0,text,hybrid,5.0,8,5.0,405.0
20.0,345600.0,48.0,29.0,text,hybrid,5.0,8,6.0,481.0
